ISO,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
MKD,441665,445681,449696,453711,457726,461741,465756,469771,473787,477802,481817,487840,493862,499885,505908,511930,517953,523976,529999,536021,542044,548820,555595,562371,569146,575922,582697,589473,596248,603024,609799,617422,625044,632667,640289,647912,655534,663157,670779,678402,686024,694600,703175,711750,720325,728901,737476,746051,754627,763202,771777,781424,791072,800719,810366,820013,829661,839308,848955,858602,868250,876143,884036,891929,899822,907715,915608,923502,931395,939288,947181,955792,964403,973013,981624,990235,998846,1007457,1016067,1024678,1033289,1042682,1052076,1061470,1070863,1080256,1089650,1099044,1108437,1117830,1127224,1137472,1147719,1157966,1168214,1178462,1188709,1198956,1209204,1219452,1229699,1245929,1262159,1278390,1294620,1310850,1327080,1343310,1359541,1375771,1392001,1409598,1427194,1444791,1462387,1479984,1497581,1515177,1532774,1550370,1567967,1590653,1613340,1636026,1658712,1681398,1704085,1726771,1749457,1772144,1794830,1806282,1817735,1829187,1840639,1852092,1880919,1909746,1938573,1967400,1996227,1988458,1977033,1964924,1956165,1953544,1958303,1969345,1984242,1999362,2012051,2021585,2028706,2033974,2038444,2042894,2047330,2051427,2055266,2058920,2062443,2065888,2069270,2072543,2075625,
MLI,1842933,1847949,1852965,1857981,1862997,1868014,1873030,1878046,1883062,1888078,1893094,1898837,1904580,1910324,1916067,1921810,1927553,1933296,1939040,1944783,1950526,1957209,1963892,1970574,1977257,1983940,1990623,1997306,2003988,2010671,2017354,2025292,2033230,2041167,2049105,2057043,2064981,2072919,2080856,2088794,2096732,2106420,2116109,2125797,2135485,2145174,2154862,2164550,2174238,2183927,2193615,2205892,2218169,2230446,2242723,2255000,2267276,2279553,2291830,2304107,2316384,2332818,2349252,2365687,2382121,2398555,2414989,2431423,2447858,2464292,2480726,2504763,2528800,2552837,2576874,2600911,2624948,2648985,2673022,2697059,2721096,2762657,2804217,2845778,2887338,2928899,2970460,3012020,3053581,3095141,3136702,3249795,3362887,3475980,3589072,3702165,3815258,3928350,4041443,4154535,4267628,4346844,4426060,4505276,4584492,4663708,4695231,4726755,4758279,4789803,4821327,4918309,5018471,5121926,5228797,5339205,5453282,5571160,5692981,5818890,5949043,6044532,6147459,6256192,6368351,6482276,6596817,6712545,6831530,6956779,7090125,7233877,7386669,7542377,7692537,7831891,7957390,8073178,8189984,8322726,8482075,8672581,8891141,9131449,9383608,9640643,9901045,10168000,10444822,10736542,11046926,11376094,11723017,12088867,12474857,12881384,13309942,13759226,14223403,14694565,15167286,15639115,16112333,16592097,17086022,
MLT,130000,131200,132400,133600,134800,136000,137200,138400,139600,140800,142000,143200,144400,145600,146800,148000,149200,150400,151600,152800,154000,155200,156400,157600,158800,160000,161200,162400,163600,164800,166000,167200,168400,169600,170800,172000,173200,174400,175600,176800,178000,179200,180400,181600,182800,184000,185200,186400,187600,188800,190000,192440,194880,197320,199760,202200,204640,207080,209520,211959,214399,216839,219279,221719,224159,226599,229039,231479,233919,236359,238799,241239,243679,246119,248559,250998,253438,255878,258318,260758,263198,265638,268078,270518,272958,275398,277838,280278,282718,285158,287598,290038,292477,294917,297357,299797,302237,304677,307117,309557,310739,311920,313102,314284,315465,315465,315465,315465,314461,314461,313456,312451,310442,309437,307428,306423,305419,305419,304414,304414,304414,304546,304850,305398,306291,307597,309328,311455,313953,316781,319898,323298,326953,330761,334592,338348,341978,345490,348912,352304,355707,359113,362492,365838,369142,372391,375610,378789,381844,384663,387180,389323,391148,392870,394786,397094,399892,403076,406392,409475,412064,414075,415596,416747,417723,
MMR,8000016,8090014,8180011,8270009,8360006,8450004,8540002,8629999,8719997,8809994,8899992,8989993,9079995,9169996,9259998,9349999,9440000,9530002,9620003,9710005,9800006,9890006,9980006,10070006,10160006,10250006,10340005,10430005,10520005,10610005,10700005,10790005,10880006,10970006,11060007,11150007,11240007,11330008,11420008,11510009,11600009,11690008,11780006,11870005,11960004,12050002,12140001,12230000,12319999,12409997,12499996,12629997,12759999,12890000,13020002,13150003,13280004,13410006,13540007,13670009,13800010,13930009,14060007,14190006,14320004,14450003,14580002,14710000,14839999,14969997,15099996,15229997,15359997,15489998,15619999,15750000,15880000,16010001,16140002,16270002,16400003,16529999,16659995,16789991,16919987,17049984,17179980,17309976,17439972,17569968,17699964,17645718,17591472,17537225,17482979,17428733,17374487,17320241,17265994,17211748,17157502,17549230,17940958,18332687,18724415,19116143,19507871,19899599,20447868,20996137,21544406,22092674,22640943,23137902,23651323,24184293,24735783,25306823,25899469,26518867,27166045,27836648,28517289,29209686,29916827,30640635,31379308,32130696,32895739,33675835,34470694,35279907,36098908,36917980,37724581,38508821,39269143,40005369,40711172,41379635,42007309,42588029,43126260,43642311,44164109,44710931,45290888,45895991,46509586,47106923,47669791,48195684,48689952,49151958,49582751,49984704,50355559,50698814,51030006,51369725,51733013,52125411,52543841,52983829,53437159,
MNE,152389,155468,158546,161624,164703,167781,170859,173938,177016,180094,183173,186251,189329,192408,195486,198564,201643,204721,207799,210878,213956,217034,220112,223191,226269,229347,232426,235504,238582,241661,244739,247817,250896,253974,257052,260131,263209,266287,269366,272444,275522,278601,281679,284757,287836,290914,293992,297070,300149,303227,306305,309384,312462,315540,318619,321697,324775,327854,330932,334011,337089,340167,343246,346324,349402,352481,355559,358637,361716,364794,367872,370951,374029,377107,380185,383264,386342,389420,392498,395577,398655,401733,404812,407890,410968,414047,417125,420203,423282,426360,429438,432517,435595,438673,441752,444830,447908,450987,454065,457143,460222,463474,466726,469979,473231,476483,479736,482988,486240,489493,492745,495998,499250,502502,505755,509007,512260,515512,518765,522017,525269,530240,535211,540182,545153,550124,555095,560066,565037,570008,574978,578981,582983,586985,590987,594989,598991,602993,606995,610997,614999,615743,617174,618851,620088,620415,619696,618192,616308,614623,613557,613239,613543,614322,615332,616389,617462,618592,619740,620870,621952,622957,623864,624648,625292,
MNG,645917,647012,648107,649202,650297,651393,652488,653583,654678,655773,656868,657981,659094,660207,661320,662433,663546,664659,665771,666884,667997,669792,671588,673383,675178,676973,678768,680563,682358,684153,685949,692809,699669,706529,713390,720250,727110,733970,740831,747691,754551,762096,769641,777187,784732,792277,799822,807367,814912,822457,830002,838303,846603,854903,863203,871503,879803,888103,896403,904703,913003,909210,905417,901624,897831,894038,890245,886452,882659,878866,875073,871281,867488,863695,859902,856110,852317,848524,844731,840939,837146,833354,829561,825769,821977,818185,814392,810600,806808,803015,799223,795430,791637,787844,784051,780257,776464,772671,768878,765085,761292,781050,800808,820566,840324,860082,879840,899598,919356,939115,958873,991138,1023404,1055669,1087935,1120200,1151925,1183650,1215375,1247100,1278825,1317049,1356669,1397305,1438423,1479650,1520865,1562212,1603908,1646291,1689622,1733479,1777727,1823215,1871087,1921885,1976311,2033345,2089716,2141006,2184145,2217920,2243506,2263204,2280495,2298038,2316571,2335694,2355588,2376165,2397438,2419729,2443503,2469045,2496621,2526447,2558484,2592776,2629666,2669572,2712657,2759074,2808339,2859174,2909871,
MOZ,2650525,2679975,2709426,2738876,2768326,2797776,2827227,2856677,2886127,2915578,2945028,2963434,2981841,3000247,3018654,3037060,3055466,3073873,3092279,3110686,3129092,3148649,3168205,3187762,3207319,3226876,3246432,3265989,3285546,3305102,3324659,3345439,3366219,3386998,3407778,3428558,3449338,3470118,3490897,3511677,3532457,3554534,3576612,3598689,3620767,3642844,3664921,3686999,3709076,3731154,3753231,3776688,3800146,3823604,3847061,3870518,3893976,3917434,3940891,3964348,3987806,4044774,4101742,4158711,4215679,4272647,4329615,4386583,4443552,4500520,4557488,4622596,4687703,4752810,4817918,4883026,4948133,5013240,5078348,5143456,5208563,5334141,5459719,5585297,5710875,5836453,5962031,6087609,6213187,6338765,6464343,6462122,6459901,6457680,6455459,6453238,6451016,6448795,6446574,6444353,6442132,6562529,6682926,6803322,6923719,7044116,7122945,7201774,7280604,7359433,7438262,7592968,7753536,7920838,8090297,8263708,8447802,8641447,8843242,9051462,9262078,9468836,9679753,9901052,10141147,10405000,10693688,11001909,11320103,11635174,11936379,12228508,12511864,12766859,12968335,13102982,13155271,13142516,13124285,13181941,13371971,13719853,14203987,14775877,15363065,15913101,16410777,16872896,17317376,17774066,18264536,18792357,19348715,19928496,20523159,21126676,21737860,22359637,22994867,23647815,24321457,25016921,25732928,26467180,27216276,
MRT,398498,399146,399794,400442,401090,401738,402386,403034,403682,404330,404978,405711,406444,407177,407910,408643,409376,410109,410842,411575,412308,413150,413991,414833,415674,416515,417357,418198,419040,419881,420722,421707,422691,423675,424659,425643,426627,427612,428596,429580,430564,431744,432924,434103,435283,436462,437642,438822,440001,441181,442361,443823,445285,446748,448210,449672,451135,452597,454060,455522,456984,458888,460792,462696,464600,466504,468409,470313,472217,474121,476025,478706,481388,484070,486752,489433,492115,494797,497479,500160,502842,507215,511587,515960,520333,524705,529078,533451,537823,542196,546568,556979,567390,577801,588212,598623,609034,619445,629856,640267,650678,671541,692404,713267,734130,754992,803116,851240,899364,947488,995612,1008483,1021791,1035551,1049877,1064788,1080304,1096446,1113234,1130713,1148908,1182945,1217912,1253839,1290755,1328687,1367640,1407621,1448664,1490811,1534085,1578585,1624310,1671080,1718641,1766855,1815692,1865356,1916240,1968870,2023665,2080782,2140250,2202201,2266745,2333966,2403779,2476188,2551429,2629806,2711421,2796502,2884672,2974686,3064882,3154087,3241762,3328285,3414552,3501927,3591400,3683221,3777067,3872684,3969625,
MUS,175333,187863,200394,212924,225455,237985,250516,263046,275577,288107,300638,301457,302276,303095,303915,304734,305553,306372,307191,308010,308830,312802,316775,320748,324721,328694,332667,336640,340613,344586,348559,349637,350714,351792,352869,353946,355024,356101,357178,358256,359333,359376,359418,359461,359503,359545,359588,359630,359673,359715,359758,359541,359325,359109,358892,358676,358459,358243,358026,357810,357594,358340,359086,359832,360578,361324,362070,362816,363562,364308,365054,367615,370176,372737,375298,377859,380420,382981,385542,388103,390664,395045,399425,403806,408187,412567,416948,421329,425709,430090,434471,438851,443232,447613,451993,456374,460998,465621,470245,474869,479492,496751,514648,534077,551931,569557,589578,607564,625342,642929,660779,678768,698427,712498,733463,752737,771300,786394,801207,813013,826447,839600,852397,865173,878355,892208,906926,922325,937820,952587,966036,978067,988890,998625,1007503,1015763,1023278,1030175,1037260,1045588,1055865,1068435,1082958,1098598,1114140,1128676,1141949,1154137,1165288,1175577,1185143,1193950,1201931,1209182,1215835,1222006,1227714,1232997,1238013,1242954,1247951,1253089,1258335,1263560,1268567,
MWI,624684,627627,630571,633514,636458,639401,642345,645288,648232,651175,654119,657561,661004,664447,667890,671332,674775,678218,681661,685104,688546,692650,696754,700858,704962,709066,713170,717273,721377,725481,729585,734597,739610,744622,749635,754647,759660,764672,769684,774697,779709,786031,792353,798675,804997,811319,817641,823963,830285,836607,842929,851266,859602,867939,876276,884612,892949,901285,909622,917959,926295,938037,949779,961521,973263,985005,996746,1008488,1020230,1031972,1043714,1062132,1080551,1098969,1117388,1135806,1154224,1172643,1191061,1209480,1227898,1263547,1299195,1334844,1370493,1406142,1441790,1477439,1513088,1548736,1584385,1714017,1843648,1973280,2102911,2232543,2362175,2491806,2621438,2751069,2819450,2887830,2956210,3024590,3092971,3153697,3218806,3289604,3364622,3441579,3523675,3607019,3705620,3805481,3897190,3997166,4108382,4239686,4363390,4486214,4603739,4728693,4859569,4996861,5141138,5292816,5454839,5627788,5807170,5986639,6163225,6327344,6483571,6659453,6892527,7205635,7617137,8108484,8620942,9073088,9408998,9604199,9682918,9697635,9725612,9822812,10006767,10260421,10563554,10882543,11193230,11491824,11788731,12090476,12407618,12747846,13112383,13498377,13904671,14329056,14769824,15226813,15700436,16190126,16695253,
MYS,1000000,1030000,1059999,1089999,1119999,1149999,1179999,1209999,1239998,1269998,1299998,1329998,1359999,1390000,1420000,1450000,1480001,1510002,1540002,1570002,1600003,1630002,1660002,1690002,1720001,1750000,1780000,1810000,1839999,1869998,1899998,1929998,1959999,1989999,2019999,2050000,2080000,2110000,2140000,2170001,2200001,2225481,2250962,2276442,2301922,2327402,2352883,2378363,2403843,2429324,2454804,2496320,2537836,2579353,2620869,2662385,2703901,2745417,2786934,2828450,2869966,2940216,3010466,3080716,3150966,3221216,3291467,3361717,3431967,3502217,3572467,3640938,3709409,3777880,3846351,3914822,3983292,4051763,4120234,4188705,4257176,4388485,4519795,4651104,4782414,4913723,5045032,5176342,5307651,5438961,5570270,5624233,5678196,5732158,5786121,5840084,5894047,5948010,6001972,6055935,6109898,6350050,6590203,6830355,7070507,7310659,7518572,7738112,7964775,8194522,8427270,8662144,8905094,9147124,9396101,9646254,9898367,10153405,10407829,10660757,10908634,11182078,11460080,11741849,12025930,12311782,12599655,12891715,13191699,13504433,13833739,14180093,14543585,14926976,15333369,15764340,16221767,16703500,17202032,17707064,18211097,18709835,19204700,19700762,20205992,20725374,21260881,21808125,22358128,22898579,23420751,23920963,24401977,24869423,25332026,25796124,26263048,26730607,27197419,27661017,28119500,28572970,29021940,29465372,29901997,
NAM,300103,301555,303007,304459,305912,307364,308816,310268,311720,313173,314625,316153,317682,319210,320739,322267,323795,325324,326852,328381,329909,331518,333127,334735,336344,337953,339562,341170,342779,344388,345997,347690,349384,351078,352771,354465,356159,357853,359546,361240,362934,364718,366501,368285,370069,371853,373636,375420,377204,378988,380772,382650,384528,386406,388284,390162,392040,393918,395796,397675,399553,401531,403509,405488,407466,409444,411422,413401,415379,417357,419336,421420,423504,425588,427672,429756,431841,433925,436009,438093,440177,442373,444569,446765,448961,451156,453352,455548,457744,459940,462135,464449,466763,469078,471392,473706,476020,478334,480648,482962,485276,496991,508706,520422,532137,543852,555654,567456,579258,591060,602862,618272,634152,650518,667379,684760,702678,721151,740198,759909,780386,804309,829806,855965,881530,905647,928228,949734,970569,991365,1012761,1034446,1056758,1081740,1112044,1149389,1194769,1247186,1303879,1360921,1415447,1466152,1513689,1559480,1605828,1654214,1705349,1758097,1809920,1857320,1897953,1931005,1957749,1980531,2002745,2027026,2053915,2083174,2115703,2152357,2193643,2240161,2291645,2346592,2402858,
NCL,46844,47105,47365,47625,47885,48146,48406,48666,48926,49187,49447,49617,49788,49958,50129,50299,50470,50640,50811,50981,51152,51328,51505,51681,51857,52034,52210,52387,52563,52739,52916,53098,53281,53463,53646,53828,54011,54193,54375,54558,54740,54929,55118,55307,55495,55684,55873,56062,56250,56439,56628,56823,57019,57214,57409,57604,57800,57995,58190,58385,58581,58731,58881,59031,59181,59332,59482,59632,59782,59933,60083,60237,60391,60545,60699,60853,61007,61161,61315,61469,61623,61781,61939,62097,62255,62413,62571,62729,62887,63045,63203,63365,63528,63690,63852,64014,64176,64338,64500,64662,64824,66142,67460,68778,70096,71414,72931,74448,75965,77483,79000,81200,83400,85700,88100,90500,93500,96500,99500,104000,112000,120000,125500,128500,131000,132500,134000,136000,137500,138500,140050,142650,145700,148700,151650,154450,157350,160500,163650,166898,170899,175362,179799,184496,189482,193816,197564,201418,205279,209214,213230,217324,221490,225000,228000,231000,235000,238000,242000,245000,250000,254000,259000,263000,268000,273000
NER,1323619,1326320,1329021,1331722,1334423,1337124,1339826,1342527,1345228,1347929,1350630,1353700,1356769,1359839,1362908,1365978,1369048,1372117,1375187,1378256,1381326,1384868,1388410,1391952,1395494,1399036,1402578,1406120,1409662,1413204,1416746,1420913,1425080,1429246,1433413,1437580,1441747,1445914,1450080,1454247,1458414,1463443,1468472,1473502,1478531,1483560,1488589,1493618,1498648,1503677,1508706,1514992,1521278,1527564,1533850,1540136,1546422,1552708,1558994,1565280,1571566,1579837,1588108,1596380,1604651,1612922,1621193,1629464,1637736,1646007,1654278,1666094,1677911,1689728,1701544,1713360,1725177,1736994,1748810,1760626,1772443,1792137,1811831,1831524,1851218,1870912,1890606,1910300,1929993,1949687,1969381,2018615,2067850,2117084,2166318,2215552,2264787,2314021,2363255,2412490,2461724,2539711,2617699,2695686,2773674,2851661,3008387,3165113,3321840,3478566,3635292,3709471,3787057,3867814,3950687,4035739,4123035,4212640,4304622,4399494,4497355,4623121,4753054,4887484,5026744,5171029,5320869,5476206,5635954,5798584,5963159,6129762,6299343,6472971,6652110,6838170,7031675,7233482,7445788,7671233,7911884,8168834,8442330,8732500,9039088,9361912,9701730,10058960,10432657,10821434,11224523,11642308,12075991,12526725,12996012,13485436,13995530,14527631,15085130,15672194,16291990,16946485,17635782,18358863,19113728,
NGA,21194812,21233225,21271637,21310050,21348462,21386875,21425288,21463700,21502113,21540525,21578938,21622472,21666006,21709540,21753074,21796608,21840142,21883676,21927210,21970744,22014278,22064378,22114478,22164579,22214679,22264779,22314879,22364979,22415080,22465180,22515280,22574028,22632776,22691525,22750273,22809021,22867769,22926517,22985266,23044014,23102762,23173399,23244036,23314674,23385311,23455948,23526585,23597222,23667860,23738497,23809134,23897025,23984916,24072806,24160697,24248588,24336479,24424370,24512260,24600151,24688042,24803013,24917984,25032955,25147926,25262897,25377868,25492839,25607810,25722781,25837752,26000730,26163708,26326685,26489663,26652641,26815619,26978597,27141574,27304552,27467530,27735869,28004208,28272547,28540886,28809225,29077564,29345903,29614242,29882581,30150920,30803830,31456739,32109649,32762558,33415468,33154252,32893037,32631821,32370606,32109390,32811369,33534062,34278153,35276635,36306600,37368836,38464092,39593074,40756572,41955741,43191837,44465900,45778681,47134063,48536335,49977463,51449255,52960408,54520573,56131844,57453734,58829319,60285453,61857023,63565598,65426976,67425435,69512233,71619216,73698096,75729572,77729802,79729311,81775215,83901570,86118043,88412917,90773613,93179755,95617345,98085436,100592458,103145093,105753088,108424822,111164651,113975055,116860691,119826231,122876723,126014935,129246283,132581484,136033321,139611303,143318011,147152502,151115683,155207145,159424742,163770669,168240403,172816517,177475986,
